Doba handlowa;Doba;OREB [Jednostka czasu od-do];RCE [zł/MWh];Data publikacji
"2025-01-16";"2025-01-16";"08:30 - 08:45";818.23;"2025-01-15 14:03"
"2025-01-16";"2025-01-16";"08:45 - 09:00";818.23;"2025-01-15 14:03"
"2025-01-16";"2025-01-16";"09:00 - 09:15";749.45;"2025-01-15 14:03"
"2025-01-16";"2025-01-16";"09:15 - 09:30";749.45;"2025-01-15 14:03"
"2025-01-16";"2025-01-16";"09:30 - 09:45";749.45;"2025-01-15 14:03"
"2025-01-16";"2025-01-16";"09:45 - 10:00";749.45;"2025-01-15 14:03"
"2025-01-16";"2025-01-16";"10:00 - 10:15";664.38;"2025-01-15 14:03"
"2025-01-16";"2025-01-16";"10:15 - 10:30";664.38;"2025-01-15 14:03"
"2025-01-16";"2025-01-16";"10:30 - 10:45";664.38;"2025-01-15 14:03"
"2025-01-16";"2025-01-16";"10:45 - 11:00";664.38;"2025-01-15 14:03"
"2025-01-16";"2025-01-16";"11:00 - 11:15";600.79;"2025-01-15 14:03"
"2025-01-16";"2025-01-16";"11:15 - 11:30";600.79;"2025-01-15 14:03"
"2025-01-16";"2025-01-16";"11:30 - 11:45";600.79;"2025-01-15 14:03"
"2025-01-16";"2025-01-16";"11:45 - 12:00";600.79;"2025-01-15 14:03"
"2025-01-16";"2025-01-16";"12:00 - 12:15";574.97;"2025-01-15 14:03"
"2025-01-16";"2025-01-16";"12:15 - 12:30";574.97;"2025-01-15 14:03"
"2025-01-16";"2025-01-16";"12:30 - 12:45";574.97;"2025-01-15 14:03"
"2025-01-16";"2025-01-16";"12:45 - 13:00";574.97;"2025-01-15 14:03"
"2025-01-16";"2025-01-16";"13:00 - 13:15";580.66;"2025-01-15 14:03"
"2025-01-16";"2025-01-16";"13:15 - 13:30";580.66;"2025-01-15 14:03"
"2025-01-16";"2025-01-16";"13:30 - 13:45";580.66;"2025-01-15 14:03"
"2025-01-16";"2025-01-16";"13:45 - 14:00";580.66;"2025-01-15 14:03"
"2025-01-16";"2025-01-16";"14:00 - 14:15";605.63;"2025-01-15 14:03"
"2025-01-16";"2025-01-16";"14:15 - 14:30";605.63;"2025-01-15 14:03"
"2025-01-16";"2025-01-16";"14:30 - 14:45";605.63;"2025-01-15 14:03"
"2025-01-16";"2025-01-16";"14:45 - 15:00";605.63;"2025-01-15 14:03"
"2025-01-16";"2025-01-16";"15:00 - 15:15";678.71;"2025-01-15 14:03"
"2025-01-16";"2025-01-16";"15:15 - 15:30";678.71;"2025-01-15 14:03"
"2025-01-16";"2025-01-16";"15:30 - 15:45";678.71;"2025-01-15 14:03"
"2025-01-16";"2025-01-16";"15:45 - 16:00";678.71;"2025-01-15 14:03"
"2025-01-16";"2025-01-16";"16:00 - 16:15";750.27;"2025-01-15 14:03"
"2025-01-16";"2025-01-16";"16:15 - 16:30";750.27;"2025-01-15 14:03"
"2025-01-16";"2025-01-16";"16:30 - 16:45";750.27;"2025-01-15 14:03"
"2025-01-16";"2025-01-16";"16:45 - 17:00";750.27;"2025-01-15 14:03"
"2025-01-16";"2025-01-16";"17:00 - 17:15";770.07;"2025-01-15 14:03"
"2025-01-16";"2025-01-16";"17:15 - 17:30";770.07;"2025-01-15 14:03"
"2025-01-16";"2025-01-16";"17:30 - 17:45";770.07;"2025-01-15 14:03"
"2025-01-16";"2025-01-16";"17:45 - 18:00";770.07;"2025-01-15 14:03"
"2025-01-16";"2025-01-16";"18:00 - 18:15";779.35;"2025-01-15 14:03"
"2025-01-16";"2025-01-16";"18:15 - 18:30";779.35;"2025-01-15 14:03"
"2025-01-16";"2025-01-16";"18:30 - 18:45";779.35;"2025-01-15 14:03"
"2025-01-16";"2025-01-16";"18:45 - 19:00";779.35;"2025-01-15 14:03"
"2025-01-16";"2025-01-16";"19:00 - 19:15";720.73;"2025-01-15 14:03"
"2025-01-16";"2025-01-16";"19:15 - 19:30";720.73;"2025-01-15 14:03"
"2025-01-16";"2025-01-16";"19:30 - 19:45";720.73;"2025-01-15 14:03"
"2025-01-16";"2025-01-16";"19:45 - 20:00";720.73;"2025-01-15 14:03"
"2025-01-16";"2025-01-16";"20:00 - 20:15";606.39;"2025-01-15 14:03"
"2025-01-16";"2025-01-16";"20:15 - 20:30";606.39;"2025-01-15 14:03"
"2025-01-16";"2025-01-16";"20:30 - 20:45";606.39;"2025-01-15 14:03"
"2025-01-16";"2025-01-16";"20:45 - 21:00";606.39;"2025-01-15 14:03"
"2025-01-16";"2025-01-16";"21:00 - 21:15";560.81;"2025-01-15 14:03"
"2025-01-16";"2025-01-16";"21:15 - 21:30";560.81;"2025-01-15 14:03"
"2025-01-16";"2025-01-16";"21:30 - 21:45";560.81;"2025-01-15 14:03"
"2025-01-16";"2025-01-16";"21:45 - 22:00";560.81;"2025-01-15 14:03"
"2025-01-16";"2025-01-16";"22:00 - 22:15";524.44;"2025-01-15 14:03"
"2025-01-16";"2025-01-16";"22:15 - 22:30";524.44;"2025-01-15 14:03"
"2025-01-16";"2025-01-16";"22:30 - 22:45";524.44;"2025-01-15 14:03"
"2025-01-16";"2025-01-16";"22:45 - 23:00";524.44;"2025-01-15 14:03"
"2025-01-16";"2025-01-16";"23:00 - 23:15";483.81;"2025-01-15 14:03"
"2025-01-16";"2025-01-16";"23:15 - 23:30";483.81;"2025-01-15 14:03"
"2025-01-16";"2025-01-16";"23:30 - 23:45";483.81;"2025-01-15 14:03"
"2025-01-16";"2025-01-16";"23:45 - 24:00";483.81;"2025-01-15 14:03"
"2025-01-17";"2025-01-17";"00:00 - 00:15";487.42;"2025-01-16 14:28"
"2025-01-17";"2025-01-17";"00:15 - 00:30";487.42;"2025-01-16 14:28"
"2025-01-17";"2025-01-17";"00:30 - 00:45";487.42;"2025-01-16 14:28"
"2025-01-17";"2025-01-17";"00:45 - 01:00";487.42;"2025-01-16 14:28"
"2025-01-17";"2025-01-17";"01:00 - 01:15";469.47;"2025-01-16 14:28"
"2025-01-17";"2025-01-17";"01:15 - 01:30";469.47;"2025-01-16 14:28"
"2025-01-17";"2025-01-17";"01:30 - 01:45";469.47;"2025-01-16 14:28"
"2025-01-17";"2025-01-17";"01:45 - 02:00";469.47;"2025-01-16 14:28"
"2025-01-17";"2025-01-17";"02:00 - 02:15";465.65;"2025-01-16 14:28"
"2025-01-17";"2025-01-17";"02:15 - 02:30";465.65;"2025-01-16 14:28"
"2025-01-17";"2025-01-17";"02:30 - 02:45";465.65;"2025-01-16 14:28"
"2025-01-17";"2025-01-17";"02:45 - 03:00";465.65;"2025-01-16 14:28"
"2025-01-17";"2025-01-17";"03:00 - 03:15";470.57;"2025-01-16 14:28"
"2025-01-17";"2025-01-17";"03:15 - 03:30";470.57;"2025-01-16 14:28"
"2025-01-17";"2025-01-17";"03:30 - 03:45";470.57;"2025-01-16 14:28"
"2025-01-17";"2025-01-17";"03:45 - 04:00";470.57;"2025-01-16 14:28"
"2025-01-17";"2025-01-17";"04:00 - 04:15";477.71;"2025-01-16 14:28"
"2025-01-17";"2025-01-17";"04:15 - 04:30";477.71;"2025-01-16 14:28"
"2025-01-17";"2025-01-17";"04:30 - 04:45";477.71;"2025-01-16 14:28"
"2025-01-17";"2025-01-17";"04:45 - 05:00";477.71;"2025-01-16 14:28"
"2025-01-17";"2025-01-17";"05:00 - 05:15";504.86;"2025-01-16 14:28"
"2025-01-17";"2025-01-17";"05:15 - 05:30";504.86;"2025-01-16 14:28"
"2025-01-17";"2025-01-17";"05:30 - 05:45";504.86;"2025-01-16 14:28"
"2025-01-17";"2025-01-17";"05:45 - 06:00";504.86;"2025-01-16 14:28"
"2025-01-17";"2025-01-17";"06:00 - 06:15";590.51;"2025-01-16 14:28"
"2025-01-17";"2025-01-17";"06:15 - 06:30";590.51;"2025-01-16 14:28"
"2025-01-17";"2025-01-17";"06:30 - 06:45";590.51;"2025-01-16 14:28"
"2025-01-17";"2025-01-17";"06:45 - 07:00";590.51;"2025-01-16 14:28"
"2025-01-17";"2025-01-17";"07:00 - 07:15";756.35;"2025-01-16 14:28"
"2025-01-17";"2025-01-17";"07:15 - 07:30";756.35;"2025-01-16 14:28"
"2025-01-17";"2025-01-17";"07:30 - 07:45";756.35;"2025-01-16 14:28"
"2025-01-17";"2025-01-17";"07:45 - 08:00";756.35;"2025-01-16 14:28"
"2025-01-17";"2025-01-17";"08:00 - 08:15";844.28;"2025-01-16 14:28"
"2025-01-17";"2025-01-17";"08:15 - 08:30";844.28;"2025-01-16 14:28"
"2025-01-17";"2025-01-17";"08:30 - 08:45";844.28;"2025-01-16 14:28"
"2025-01-17";"2025-01-17";"08:45 - 09:00";844.28;"2025-01-16 14:28"
"2025-01-17";"2025-01-17";"09:00 - 09:15";749.24;"2025-01-16 14:28"
"2025-01-17";"2025-01-17";"09:15 - 09:30";749.24;"2025-01-16 14:28"
"2025-01-17";"2025-01-17";"09:30 - 09:45";749.24;"2025-01-16 14:28"
"2025-01-17";"2025-01-17";"09:45 - 10:00";749.24;"2025-01-16 14:28"
"2025-01-17";"2025-01-17";"10:00 - 10:15";625.51;"2025-01-16 14:28"
"2025-01-17";"2025-01-17";"10:15 - 10:30";625.51;"2025-01-16 14:28"
"2025-01-17";"2025-01-17";"10:30 - 10:45";625.51;"2025-01-16 14:28"
"2025-01-17";"2025-01-17";"10:45 - 11:00";625.51;"2025-01-16 14:28"
"2025-01-17";"2025-01-17";"11:00 - 11:15";536.3;"2025-01-16 14:28"
"2025-01-17";"2025-01-17";"11:15 - 11:30";536.3;"2025-01-16 14:28"
"2025-01-17";"2025-01-17";"11:30 - 11:45";536.3;"2025-01-16 14:28"
"2025-01-17";"2025-01-17";"11:45 - 12:00";536.3;"2025-01-16 14:28"
"2025-01-17";"2025-01-17";"12:00 - 12:15";524.72;"2025-01-16 14:28"
"2025-01-17";"2025-01-17";"12:15 - 12:30";524.72;"2025-01-16 14:28"
"2025-01-17";"2025-01-17";"12:30 - 12:45";524.72;"2025-01-16 14:28"
"2025-01-17";"2025-01-17";"12:45 - 13:00";524.72;"2025-01-16 14:28"
"2025-01-17";"2025-01-17";"13:00 - 13:15";526.12;"2025-01-16 14:28"
"2025-01-17";"2025-01-17";"13:15 - 13:30";526.12;"2025-01-16 14:28"
"2025-01-17";"2025-01-17";"13:30 - 13:45";526.12;"2025-01-16 14:28"
"2025-01-17";"2025-01-17";"13:45 - 14:00";526.12;"2025-01-16 14:28"
"2025-01-17";"2025-01-17";"14:00 - 14:15";554.51;"2025-01-16 14:28"
"2025-01-17";"2025-01-17";"14:15 - 14:30";554.51;"2025-01-16 14:28"
"2025-01-17";"2025-01-17";"14:30 - 14:45";554.51;"2025-01-16 14:28"
"2025-01-17";"2025-01-17";"14:45 - 15:00";554.51;"2025-01-16 14:28"
"2025-01-17";"2025-01-17";"15:00 - 15:15";628.06;"2025-01-16 14:28"
"2025-01-17";"2025-01-17";"15:15 - 15:30";628.06;"2025-01-16 14:28"
"2025-01-17";"2025-01-17";"15:30 - 15:45";628.06;"2025-01-16 14:28"
"2025-01-17";"2025-01-17";"15:45 - 16:00";628.06;"2025-01-16 14:28"
"2025-01-17";"2025-01-17";"16:00 - 16:15";712.28;"2025-01-16 14:28"
"2025-01-17";"2025-01-17";"16:15 - 16:30";712.28;"2025-01-16 14:28"
"2025-01-17";"2025-01-17";"16:30 - 16:45";712.28;"2025-01-16 14:28"
"2025-01-17";"2025-01-17";"16:45 - 17:00";712.28;"2025-01-16 14:28"
"2025-01-17";"2025-01-17";"17:00 - 17:15";699.9;"2025-01-16 14:28"
"2025-01-17";"2025-01-17";"17:15 - 17:30";699.9;"2025-01-16 14:28"
"2025-01-17";"2025-01-17";"17:30 - 17:45";699.9;"2025-01-16 14:28"
"2025-01-17";"2025-01-17";"17:45 - 18:00";699.9;"2025-01-16 14:28"
"2025-01-17";"2025-01-17";"18:00 - 18:15";731.22;"2025-01-16 14:28"
"2025-01-17";"2025-01-17";"18:15 - 18:30";731.22;"2025-01-16 14:28"
"2025-01-17";"2025-01-17";"18:30 - 18:45";731.22;"2025-01-16 14:28"
"2025-01-17";"2025-01-17";"18:45 - 19:00";731.22;"2025-01-16 14:28"
"2025-01-17";"2025-01-17";"19:00 - 19:15";711.53;"2025-01-16 14:28"
"2025-01-17";"2025-01-17";"19:15 - 19:30";711.53;"2025-01-16 14:28"
"2025-01-17";"2025-01-17";"19:30 - 19:45";711.53;"2025-01-16 14:28"
"2025-01-17";"2025-01-17";"19:45 - 20:00";711.53;"2025-01-16 14:28"
"2025-01-17";"2025-01-17";"20:00 - 20:15";615.21;"2025-01-16 14:28"
"2025-01-17";"2025-01-17";"20:15 - 20:30";615.21;"2025-01-16 14:28"
"2025-01-17";"2025-01-17";"20:30 - 20:45";615.21;"2025-01-16 14:28"
"2025-01-17";"2025-01-17";"20:45 - 21:00";615.21;"2025-01-16 14:28"
"2025-01-17";"2025-01-17";"21:00 - 21:15";549.64;"2025-01-16 14:28"
"2025-01-17";"2025-01-17";"21:15 - 21:30";549.64;"2025-01-16 14:28"
"2025-01-17";"2025-01-17";"21:30 - 21:45";549.64;"2025-01-16 14:28"
"2025-01-17";"2025-01-17";"21:45 - 22:00";549.64;"2025-01-16 14:28"
"2025-01-17";"2025-01-17";"22:00 - 22:15";568.83;"2025-01-16 14:28"
"2025-01-17";"2025-01-17";"22:15 - 22:30";568.83;"2025-01-16 14:28"
"2025-01-17";"2025-01-17";"22:30 - 22:45";568.83;"2025-01-16 14:28"
"2025-01-17";"2025-01-17";"22:45 - 23:00";568.83;"2025-01-16 14:28"
"2025-01-17";"2025-01-17";"23:00 - 23:15";518.94;"2025-01-16 14:28"
"2025-01-17";"2025-01-17";"23:15 - 23:30";518.94;"2025-01-16 14:28"
"2025-01-17";"2025-01-17";"23:30 - 23:45";518.94;"2025-01-16 14:28"
"2025-01-17";"2025-01-17";"23:45 - 24:00";518.94;"2025-01-16 14:28"
"2025-01-18";"2025-01-18";"00:00 - 00:15";513.92;"2025-01-17 13:48"
"2025-01-18";"2025-01-18";"00:15 - 00:30";513.92;"2025-01-17 13:48"
"2025-01-18";"2025-01-18";"00:30 - 00:45";513.92;"2025-01-17 13:48"
"2025-01-18";"2025-01-18";"00:45 - 01:00";513.92;"2025-01-17 13:48"
"2025-01-18";"2025-01-18";"01:00 - 01:15";501.33;"2025-01-17 13:48"
"2025-01-18";"2025-01-18";"01:15 - 01:30";501.33;"2025-01-17 13:48"
"2025-01-18";"2025-01-18";"01:30 - 01:45";501.33;"2025-01-17 13:48"
"2025-01-18";"2025-01-18";"01:45 - 02:00";501.33;"2025-01-17 13:48"
"2025-01-18";"2025-01-18";"02:00 - 02:15";492.17;"2025-01-17 13:48"
"2025-01-18";"2025-01-18";"02:15 - 02:30";492.17;"2025-01-17 13:48"
"2025-01-18";"2025-01-18";"02:30 - 02:45";492.17;"2025-01-17 13:48"
"2025-01-18";"2025-01-18";"02:45 - 03:00";492.17;"2025-01-17 13:48"
"2025-01-18";"2025-01-18";"03:00 - 03:15";487.08;"2025-01-17 13:48"
"2025-01-18";"2025-01-18";"03:15 - 03:30";487.08;"2025-01-17 13:48"
"2025-01-18";"2025-01-18";"03:30 - 03:45";487.08;"2025-01-17 13:48"
"2025-01-18";"2025-01-18";"03:45 - 04:00";487.08;"2025-01-17 13:48"
"2025-01-18";"2025-01-18";"04:00 - 04:15";479.89;"2025-01-17 13:48"
"2025-01-18";"2025-01-18";"04:15 - 04:30";479.89;"2025-01-17 13:48"
"2025-01-18";"2025-01-18";"04:30 - 04:45";479.89;"2025-01-17 13:48"
"2025-01-18";"2025-01-18";"04:45 - 05:00";479.89;"2025-01-17 13:48"
"2025-01-18";"2025-01-18";"05:00 - 05:15";494.31;"2025-01-17 13:48"
"2025-01-18";"2025-01-18";"05:15 - 05:30";494.31;"2025-01-17 13:48"
"2025-01-18";"2025-01-18";"05:30 - 05:45";494.31;"2025-01-17 13:48"
"2025-01-18";"2025-01-18";"05:45 - 06:00";494.31;"2025-01-17 13:48"
"2025-01-18";"2025-01-18";"06:00 - 06:15";507.97;"2025-01-17 13:48"
"2025-01-18";"2025-01-18";"06:15 - 06:30";507.97;"2025-01-17 13:48"
"2025-01-18";"2025-01-18";"06:30 - 06:45";507.97;"2025-01-17 13:48"
"2025-01-18";"2025-01-18";"06:45 - 07:00";507.97;"2025-01-17 13:48"
"2025-01-18";"2025-01-18";"07:00 - 07:15";545.54;"2025-01-17 13:48"
"2025-01-18";"2025-01-18";"07:15 - 07:30";545.54;"2025-01-17 13:48"
"2025-01-18";"2025-01-18";"07:30 - 07:45";545.54;"2025-01-17 13:48"
"2025-01-18";"2025-01-18";"07:45 - 08:00";545.54;"2025-01-17 13:48"
"2025-01-18";"2025-01-18";"08:00 - 08:15";609.93;"2025-01-17 13:48"
"2025-01-18";"2025-01-18";"08:15 - 08:30";609.93;"2025-01-17 13:48"
"2025-01-18";"2025-01-18";"08:30 - 08:45";609.93;"2025-01-17 13:48"
"2025-01-18";"2025-01-18";"08:45 - 09:00";609.93;"2025-01-17 13:48"
"2025-01-18";"2025-01-18";"09:00 - 09:15";597.74;"2025-01-17 13:48"
"2025-01-18";"2025-01-18";"09:15 - 09:30";597.74;"2025-01-17 13:48"
"2025-01-18";"2025-01-18";"09:30 - 09:45";597.74;"2025-01-17 13:48"
"2025-01-18";"2025-01-18";"09:45 - 10:00";597.74;"2025-01-17 13:48"
"2025-01-18";"2025-01-18";"10:00 - 10:15";527.45;"2025-01-17 13:48"
"2025-01-18";"2025-01-18";"10:15 - 10:30";527.45;"2025-01-17 13:48"
"2025-01-18";"2025-01-18";"10:30 - 10:45";527.45;"2025-01-17 13:48"
"2025-01-18";"2025-01-18";"10:45 - 11:00";527.45;"2025-01-17 13:48"
"2025-01-18";"2025-01-18";"11:00 - 11:15";510.44;"2025-01-17 13:48"
"2025-01-18";"2025-01-18";"11:15 - 11:30";510.44;"2025-01-17 13:48"
"2025-01-18";"2025-01-18";"11:30 - 11:45";510.44;"2025-01-17 13:48"
"2025-01-18";"2025-01-18";"11:45 - 12:00";510.44;"2025-01-17 13:48"
"2025-01-18";"2025-01-18";"12:00 - 12:15";497.79;"2025-01-17 13:48"
"2025-01-18";"2025-01-18";"12:15 - 12:30";497.79;"2025-01-17 13:48"
"2025-01-18";"2025-01-18";"12:30 - 12:45";497.79;"2025-01-17 13:48"
"2025-01-18";"2025-01-18";"12:45 - 13:00";497.79;"2025-01-17 13:48"
"2025-01-18";"2025-01-18";"13:00 - 13:15";490.37;"2025-01-17 13:48"
"2025-01-18";"2025-01-18";"13:15 - 13:30";490.37;"2025-01-17 13:48"
"2025-01-18";"2025-01-18";"13:30 - 13:45";490.37;"2025-01-17 13:48"
"2025-01-18";"2025-01-18";"13:45 - 14:00";490.37;"2025-01-17 13:48"
"2025-01-18";"2025-01-18";"14:00 - 14:15";510.78;"2025-01-17 13:48"
"2025-01-18";"2025-01-18";"14:15 - 14:30";510.78;"2025-01-17 13:48"
"2025-01-18";"2025-01-18";"14:30 - 14:45";510.78;"2025-01-17 13:48"
"2025-01-18";"2025-01-18";"14:45 - 15:00";510.78;"2025-01-17 13:48"
"2025-01-18";"2025-01-18";"15:00 - 15:15";570.1;"2025-01-17 13:48"
"2025-01-18";"2025-01-18";"15:15 - 15:30";570.1;"2025-01-17 13:48"
"2025-01-18";"2025-01-18";"15:30 - 15:45";570.1;"2025-01-17 13:48"
"2025-01-18";"2025-01-18";"15:45 - 16:00";570.1;"2025-01-17 13:48"
"2025-01-18";"2025-01-18";"16:00 - 16:15";640.83;"2025-01-17 13:48"
"2025-01-18";"2025-01-18";"16:15 - 16:30";640.83;"2025-01-17 13:48"
"2025-01-18";"2025-01-18";"16:30 - 16:45";640.83;"2025-01-17 13:48"
"2025-01-18";"2025-01-18";"16:45 - 17:00";640.83;"2025-01-17 13:48"
"2025-01-18";"2025-01-18";"17:00 - 17:15";690.31;"2025-01-17 13:48"
"2025-01-18";"2025-01-18";"17:15 - 17:30";690.31;"2025-01-17 13:48"
"2025-01-18";"2025-01-18";"17:30 - 17:45";690.31;"2025-01-17 13:48"
"2025-01-18";"2025-01-18";"17:45 - 18:00";690.31;"2025-01-17 13:48"
"2025-01-18";"2025-01-18";"18:00 - 18:15";715.22;"2025-01-17 13:48"
"2025-01-18";"2025-01-18";"18:15 - 18:30";715.22;"2025-01-17 13:48"
"2025-01-18";"2025-01-18";"18:30 - 18:45";715.22;"2025-01-17 13:48"
"2025-01-18";"2025-01-18";"18:45 - 19:00";715.22;"2025-01-17 13:48"
"2025-01-18";"2025-01-18";"19:00 - 19:15";705.93;"2025-01-17 13:48"
"2025-01-18";"2025-01-18";"19:15 - 19:30";705.93;"2025-01-17 13:48"
"2025-01-18";"2025-01-18";"19:30 - 19:45";705.93;"2025-01-17 13:48"
"2025-01-18";"2025-01-18";"19:45 - 20:00";705.93;"2025-01-17 13:48"
"2025-01-18";"2025-01-18";"20:00 - 20:15";645.56;"2025-01-17 13:48"
"2025-01-18";"2025-01-18";"20:15 - 20:30";645.56;"2025-01-17 13:48"
"2025-01-18";"2025-01-18";"20:30 - 20:45";645.56;"2025-01-17 13:48"
"2025-01-18";"2025-01-18";"20:45 - 21:00";645.56;"2025-01-17 13:48"
"2025-01-18";"2025-01-18";"21:00 - 21:15";593.23;"2025-01-17 13:48"
"2025-01-18";"2025-01-18";"21:15 - 21:30";593.23;"2025-01-17 13:48"
"2025-01-18";"2025-01-18";"21:30 - 21:45";593.23;"2025-01-17 13:48"
"2025-01-18";"2025-01-18";"21:45 - 22:00";593.23;"2025-01-17 13:48"
"2025-01-18";"2025-01-18";"22:00 - 22:15";557.64;"2025-01-17 13:48"
"2025-01-18";"2025-01-18";"22:15 - 22:30";557.64;"2025-01-17 13:48"
"2025-01-18";"2025-01-18";"22:30 - 22:45";557.64;"2025-01-17 13:48"
"2025-01-18";"2025-01-18";"22:45 - 23:00";557.64;"2025-01-17 13:48"
"2025-01-18";"2025-01-18";"23:00 - 23:15";531.97;"2025-01-17 13:48"
"2025-01-18";"2025-01-18";"23:15 - 23:30";531.97;"2025-01-17 13:48"
"2025-01-18";"2025-01-18";"23:30 - 23:45";531.97;"2025-01-17 13:48"
"2025-01-18";"2025-01-18";"23:45 - 24:00";531.97;"2025-01-17 13:48"
"2025-01-19";"2025-01-19";"00:00 - 00:15";534.64;"2025-01-18 13:46"
"2025-01-19";"2025-01-19";"00:15 - 00:30";534.64;"2025-01-18 13:46"
"2025-01-19";"2025-01-19";"00:30 - 00:45";534.64;"2025-01-18 13:46"
"2025-01-19";"2025-01-19";"00:45 - 01:00";534.64;"2025-01-18 13:46"
"2025-01-19";"2025-01-19";"01:00 - 01:15";513.47;"2025-01-18 13:46"
"2025-01-19";"2025-01-19";"01:15 - 01:30";513.47;"2025-01-18 13:46"
"2025-01-19";"2025-01-19";"01:30 - 01:45";513.47;"2025-01-18 13:46"
"2025-01-19";"2025-01-19";"01:45 - 02:00";513.47;"2025-01-18 13:46"
"2025-01-19";"2025-01-19";"02:00 - 02:15";507.7;"2025-01-18 13:46"
"2025-01-19";"2025-01-19";"02:15 - 02:30";507.7;"2025-01-18 13:46"
"2025-01-19";"2025-01-19";"02:30 - 02:45";507.7;"2025-01-18 13:46"
"2025-01-19";"2025-01-19";"02:45 - 03:00";507.7;"2025-01-18 13:46"
"2025-01-19";"2025-01-19";"03:00 - 03:15";502.36;"2025-01-18 13:46"
"2025-01-19";"2025-01-19";"03:15 - 03:30";502.36;"2025-01-18 13:46"
"2025-01-19";"2025-01-19";"03:30 - 03:45";502.36;"2025-01-18 13:46"
"2025-01-19";"2025-01-19";"03:45 - 04:00";502.36;"2025-01-18 13:46"
"2025-01-19";"2025-01-19";"04:00 - 04:15";497.04;"2025-01-18 13:46"
"2025-01-19";"2025-01-19";"04:15 - 04:30";497.04;"2025-01-18 13:46"
"2025-01-19";"2025-01-19";"04:30 - 04:45";497.04;"2025-01-18 13:46"
"2025-01-19";"2025-01-19";"04:45 - 05:00";497.04;"2025-01-18 13:46"
"2025-01-19";"2025-01-19";"05:00 - 05:15";498.14;"2025-01-18 13:46"
"2025-01-19";"2025-01-19";"05:15 - 05:30";498.14;"2025-01-18 13:46"
"2025-01-19";"2025-01-19";"05:30 - 05:45";498.14;"2025-01-18 13:46"
"2025-01-19";"2025-01-19";"05:45 - 06:00";498.14;"2025-01-18 13:46"
"2025-01-19";"2025-01-19";"06:00 - 06:15";504.43;"2025-01-18 13:46"
"2025-01-19";"2025-01-19";"06:15 - 06:30";504.43;"2025-01-18 13:46"
"2025-01-19";"2025-01-19";"06:30 - 06:45";504.43;"2025-01-18 13:46"
"2025-01-19";"2025-01-19";"06:45 - 07:00";504.43;"2025-01-18 13:46"
"2025-01-19";"2025-01-19";"07:00 - 07:15";512.61;"2025-01-18 13:46"
"2025-01-19";"2025-01-19";"07:15 - 07:30";512.61;"2025-01-18 13:46"
"2025-01-19";"2025-01-19";"07:30 - 07:45";512.61;"2025-01-18 13:46"
"2025-01-19";"2025-01-19";"07:45 - 08:00";512.61;"2025-01-18 13:46"
"2025-01-19";"2025-01-19";"08:00 - 08:15";528.32;"2025-01-18 13:46"
"2025-01-19";"2025-01-19";"08:15 - 08:30";528.32;"2025-01-18 13:46"
"2025-01-19";"2025-01-19";"08:30 - 08:45";528.32;"2025-01-18 13:46"
"2025-01-19";"2025-01-19";"08:45 - 09:00";528.32;"2025-01-18 13:46"
"2025-01-19";"2025-01-19";"09:00 - 09:15";520.63;"2025-01-18 13:46"
"2025-01-19";"2025-01-19";"09:15 - 09:30";520.63;"2025-01-18 13:46"
"2025-01-19";"2025-01-19";"09:30 - 09:45";520.63;"2025-01-18 13:46"
"2025-01-19";"2025-01-19";"09:45 - 10:00";520.63;"2025-01-18 13:46"
"2025-01-19";"2025-01-19";"10:00 - 10:15";498.67;"2025-01-18 13:46"
"2025-01-19";"2025-01-19";"10:15 - 10:30";498.67;"2025-01-18 13:46"
"2025-01-19";"2025-01-19";"10:30 - 10:45";498.67;"2025-01-18 13:46"
"2025-01-19";"2025-01-19";"10:45 - 11:00";498.67;"2025-01-18 13:46"
"2025-01-19";"2025-01-19";"11:00 - 11:15";465.52;"2025-01-18 13:46"
"2025-01-19";"2025-01-19";"11:15 - 11:30";465.52;"2025-01-18 13:46"
"2025-01-19";"2025-01-19";"11:30 - 11:45";465.52;"2025-01-18 13:46"
"2025-01-19";"2025-01-19";"11:45 - 12:00";465.52;"2025-01-18 13:46"
"2025-01-19";"2025-01-19";"12:00 - 12:15";463.62;"2025-01-18 13:46"
"2025-01-19";"2025-01-19";"12:15 - 12:30";463.62;"2025-01-18 13:46"
"2025-01-19";"2025-01-19";"12:30 - 12:45";463.62;"2025-01-18 13:46"
"2025-01-19";"2025-01-19";"12:45 - 13:00";463.62;"2025-01-18 13:46"
"2025-01-19";"2025-01-19";"13:00 - 13:15";451.56;"2025-01-18 13:46"
"2025-01-19";"2025-01-19";"13:15 - 13:30";451.56;"2025-01-18 13:46"
"2025-01-19";"2025-01-19";"13:30 - 13:45";451.56;"2025-01-18 13:46"
"2025-01-19";"2025-01-19";"13:45 - 14:00";451.56;"2025-01-18 13:46"
"2025-01-19";"2025-01-19";"14:00 - 14:15";484.56;"2025-01-18 13:46"
"2025-01-19";"2025-01-19";"14:15 - 14:30";484.56;"2025-01-18 13:46"
"2025-01-19";"2025-01-19";"14:30 - 14:45";484.56;"2025-01-18 13:46"
"2025-01-19";"2025-01-19";"14:45 - 15:00";484.56;"2025-01-18 13:46"
"2025-01-19";"2025-01-19";"15:00 - 15:15";526.63;"2025-01-18 13:46"
"2025-01-19";"2025-01-19";"15:15 - 15:30";526.63;"2025-01-18 13:46"
"2025-01-19";"2025-01-19";"15:30 - 15:45";526.63;"2025-01-18 13:46"
