date,fixing_i_price,fixing_i_volume,fixing_ii_price,fixing_ii_volume
02.09.2024 09:00,498.79,3230.70,526.27,1169.60
02.09.2024 10:00,399.00,3702.90,441.25,2050.90
02.09.2024 11:00,334.51,3846.60,381.42,1925.80
02.09.2024 12:00,283.79,4178.30,331.42,1539.50
02.09.2024 13:00,295.99,4022.70,342.44,1436.00
02.09.2024 14:00,347.99,3614.80,351.47,1285.70
02.09.2024 15:00,360.80,3415.60,406.36,1288.70
02.09.2024 16:00,471.00,3295.80,566.55,1397.20
02.09.2024 17:00,670.00,3577.70,852.60,1312.40
02.09.2024 18:00,999.00,4200.80,1403.18,1396.40
02.09.2024 19:00,1500.01,4347.80,1965.97,1276.50
02.09.2024 20:00,1312.35,4452.80,1451.55,1667.40
02.09.2024 21:00,740.00,3282.70,758.47,1483.20
02.09.2024 22:00,500.00,3564.70,483.08,1290.40
02.09.2024 23:00,430.00,3139.80,434.89,1105.90
03.09.2024 00:00,515.00,2569.60,443.57,694.60
03.09.2024 01:00,459.00,2594.00,419.81,1623.60
03.09.2024 02:00,435.61,2664.60,401.33,1628.60
03.09.2024 03:00,420.06,2763.80,406.05,1574.40
03.09.2024 04:00,435.30,2755.70,417.23,1374.60
03.09.2024 05:00,490.00,3064.40,452.21,1420.40
03.09.2024 06:00,760.00,3584.30,623.83,1534.80
03.09.2024 07:00,803.51,2881.80,742.20,1535.40
03.09.2024 08:00,628.27,3020.60,573.23,961.50
03.09.2024 09:00,501.00,3392.10,496.34,1875.80
03.09.2024 10:00,398.00,3999.20,423.16,2759.60
03.09.2024 11:00,321.00,4347.40,385.24,2569.80
03.09.2024 12:00,260.00,4542.10,357.19,2625.80
03.09.2024 13:00,246.73,4287.20,342.89,2613.90
03.09.2024 14:00,329.93,3871.70,347.66,2044.90
03.09.2024 15:00,390.00,3529.40,369.91,1422.40
03.09.2024 16:00,510.00,3520.90,504.41,1247.30
03.09.2024 17:00,849.00,4063.50,878.02,1402.30
03.09.2024 18:00,1620.02,4473.40,1825.59,1467.90
03.09.2024 19:00,2020.02,4522.60,2320.42,1320.10
03.09.2024 20:00,1588.80,4790.30,1636.96,1276.00
03.09.2024 21:00,739.50,3904.60,789.12,1675.40
03.09.2024 22:00,520.00,4095.10,533.34,2560.70
03.09.2024 23:00,456.89,3796.20,475.72,2628.30
04.09.2024 00:00,458.93,3168.50,451.66,2190.90
04.09.2024 01:00,425.00,3412.00,428.06,2899.80
04.09.2024 02:00,404.00,3404.30,427.28,2837.30
04.09.2024 03:00,403.75,3311.40,426.30,2657.10
04.09.2024 04:00,410.91,3298.00,430.65,2426.50
04.09.2024 05:00,460.11,3284.20,472.23,2339.00
04.09.2024 06:00,644.00,3741.10,631.95,1750.20
04.09.2024 07:00,690.00,2939.00,774.77,1983.50
04.09.2024 08:00,608.00,3181.10,659.54,2007.30
04.09.2024 09:00,500.40,3901.40,534.74,2482.10
04.09.2024 10:00,413.00,4545.50,458.15,3438.70
04.09.2024 11:00,343.00,4826.20,379.58,3655.50
04.09.2024 12:00,303.99,4786.10,364.22,3717.50
04.09.2024 13:00,281.99,4594.80,367.58,3532.80
04.09.2024 14:00,338.57,4249.30,322.13,3095.40
04.09.2024 15:00,390.00,3791.20,378.91,2148.00
04.09.2024 16:00,475.56,3100.50,468.44,1795.90
04.09.2024 17:00,789.00,3507.20,640.86,993.30
04.09.2024 18:00,1334.40,4242.20,1236.67,1496.30
04.09.2024 19:00,1800.00,4499.00,1792.99,1386.00
04.09.2024 20:00,1350.00,4585.40,1097.69,995.50
04.09.2024 21:00,649.00,3703.80,637.59,1277.90
04.09.2024 22:00,490.10,3735.40,384.56,1393.90
04.09.2024 23:00,420.89,3325.30,370.17,1271.90
05.09.2024 00:00,396.70,3061.10,433.30,1544.50
05.09.2024 01:00,374.00,3184.40,404.73,2469.30
05.09.2024 02:00,360.00,2973.30,385.07,1503.60
05.09.2024 03:00,352.00,2912.90,372.69,1029.60
05.09.2024 04:00,364.00,2813.30,363.67,510.40
05.09.2024 05:00,400.00,3186.90,390.57,662.80
05.09.2024 06:00,509.99,3513.70,528.10,943.40
05.09.2024 07:00,520.58,3061.00,534.36,945.50
05.09.2024 08:00,426.80,3223.00,509.29,1239.10
05.09.2024 09:00,353.73,3391.00,417.93,2087.00
05.09.2024 10:00,200.00,4268.20,292.02,2340.30
05.09.2024 11:00,50.00,4497.60,144.81,2284.00
05.09.2024 12:00,-2.01,3725.60,136.86,2510.20
05.09.2024 13:00,-9.66,3711.90,75.79,2464.60
05.09.2024 14:00,0.01,4035.10,72.99,1973.90
05.09.2024 15:00,56.85,3892.90,131.70,1729.60
05.09.2024 16:00,271.99,3760.70,324.11,859.50
05.09.2024 17:00,464.00,3840.40,527.65,1241.40
05.09.2024 18:00,800.00,3976.90,684.03,1663.50
05.09.2024 19:00,1150.00,4253.20,1021.12,1386.70
05.09.2024 20:00,860.00,4422.80,703.92,1145.20
05.09.2024 21:00,529.00,3783.00,477.55,971.00
05.09.2024 22:00,449.00,3735.70,373.34,1043.10
05.09.2024 23:00,386.00,3568.10,338.54,1019.40
06.09.2024 00:00,350.00,3164.90,320.84,516.10
06.09.2024 01:00,336.00,2808.70,284.89,587.50
06.09.2024 02:00,320.00,2899.40,290.32,503.80
06.09.2024 03:00,320.00,2770.70,280.28,492.70
06.09.2024 04:00,350.00,2888.00,350.25,479.50
06.09.2024 05:00,396.00,3104.50,385.55,597.30
06.09.2024 06:00,504.00,3742.80,530.60,1272.10
06.09.2024 07:00,515.31,3275.30,546.22,1159.90
06.09.2024 08:00,500.00,2917.40,526.79,1057.90
06.09.2024 09:00,390.00,3707.30,438.47,1344.60
06.09.2024 10:00,250.00,4003.10,291.92,2337.60
06.09.2024 11:00,164.00,4425.10,205.55,2561.10
06.09.2024 12:00,74.99,4616.00,71.77,2839.30
06.09.2024 13:00,49.99,4841.20,16.66,2656.60
06.09.2024 14:00,74.99,4617.80,-0.12,2185.70
06.09.2024 15:00,150.00,4188.80,64.20,1796.30
06.09.2024 16:00,341.97,3224.50,330.36,991.50
06.09.2024 17:00,500.00,3984.80,484.97,956.60
06.09.2024 18:00,730.40,4039.70,579.07,1660.80
06.09.2024 19:00,1119.00,4654.60,1081.20,1935.80
06.09.2024 20:00,764.89,4511.50,657.97,1593.90
06.09.2024 21:00,509.00,4088.30,464.53,961.40
06.09.2024 22:00,440.00,4024.50,397.43,686.10
06.09.2024 23:00,396.00,3918.70,387.42,1316.10
07.09.2024 00:00,397.20,3706.50,423.83,1075.30
07.09.2024 01:00,373.80,3443.60,414.88,1420.50
07.09.2024 02:00,366.00,3373.40,413.97,1810.90
07.09.2024 03:00,370.00,3526.50,406.87,1768.20
07.09.2024 04:00,372.00,3545.40,419.52,1502.20
07.09.2024 05:00,376.00,3739.70,436.32,1198.80
07.09.2024 06:00,396.00,3978.40,451.15,1395.10
07.09.2024 07:00,392.80,3737.90,450.02,1468.10
07.09.2024 08:00,372.70,2918.00,408.38,1832.70
07.09.2024 09:00,271.00,3118.30,361.77,1908.20
07.09.2024 10:00,125.00,4118.50,220.32,2611.70
07.09.2024 11:00,0.01,3855.60,32.32,2930.40
07.09.2024 12:00,-10.00,3678.10,23.44,2143.90
07.09.2024 13:00,-22.77,3514.90,4.37,1892.20
07.09.2024 14:00,-0.90,3228.10,1.88,1665.30
07.09.2024 15:00,70.50,3468.10,19.36,1446.50
07.09.2024 16:00,287.99,2867.10,315.74,865.30
07.09.2024 17:00,494.00,3724.70,546.32,1296.40
07.09.2024 18:00,620.00,4436.80,614.23,2006.50
07.09.2024 19:00,690.00,4785.80,703.77,1504.70
07.09.2024 20:00,611.30,4581.80,662.37,1280.00
07.09.2024 21:00,480.78,4134.10,399.56,478.90
07.09.2024 22:00,407.00,4209.20,349.68,857.40
07.09.2024 23:00,371.70,3481.90,374.57,1525.70
08.09.2024 00:00,391.00,2974.40,401.56,1207.50
08.09.2024 01:00,355.13,2779.30,370.61,1083.40
08.09.2024 02:00,342.96,2685.20,359.45,1181.10
08.09.2024 03:00,334.90,2649.90,354.05,1113.70
08.09.2024 04:00,330.99,2623.50,359.21,1064.20
08.09.2024 05:00,330.99,2573.10,369.93,1181.30
08.09.2024 06:00,320.00,2713.10,363.28,1333.10
08.09.2024 07:00,301.00,2750.50,359.49,1847.90
08.09.2024 08:00,213.00,3280.20,332.06,2374.20
08.09.2024 09:00,79.00,4147.60,175.12,2952.30
08.09.2024 10:00,-20.00,3859.10,35.41,3259.90
08.09.2024 11:00,-100.00,4475.30,1.88,3508.40
08.09.2024 12:00,-112.01,4734.20,0.17,3342.20
08.09.2024 13:00,-100.00,4500.30,0.04,3019.80
08.09.2024 14:00,-82.01,4205.00,4.73,2909.50
08.09.2024 15:00,-4.16,3411.60,25.63,2169.50
08.09.2024 16:00,184.00,3448.40,267.70,1797.10
08.09.2024 17:00,419.00,2678.20,462.30,919.80
08.09.2024 18:00,514.00,3172.00,538.85,571.50
08.09.2024 19:00,651.40,3512.80,600.14,1107.70
08.09.2024 20:00,600.00,3744.20,519.70,571.20
08.09.2024 21:00,492.14,3603.20,482.49,777.70
08.09.2024 22:00,420.00,3705.90,455.36,1351.60
08.09.2024 23:00,360.11,3502.60,416.35,1940.30
09.09.2024 00:00,338.60,3510.00,368.76,2485.30
09.09.2024 01:00,313.00,3631.50,366.59,3029.90
09.09.2024 02:00,313.00,3653.50,362.20,2966.90
09.09.2024 03:00,313.00,3672.40,348.56,2878.60
09.09.2024 04:00,313.00,3587.40,365.06,2955.90
09.09.2024 05:00,368.00,3475.50,358.42,2113.50
09.09.2024 06:00,513.31,4091.50,472.64,2177.00
09.09.2024 07:00,546.90,3623.20,570.28,2409.50
09.09.2024 08:00,508.00,3612.80,681.24,2660.80
09.09.2024 09:00,479.60,3325.20,567.46,2938.30
09.09.2024 10:00,425.00,3521.90,498.90,3410.30
09.09.2024 11:00,385.40,3972.40,469.31,3084.60
09.09.2024 12:00,356.00,4434.90,458.45,2763.40
09.09.2024 13:00,371.70,4239.40,447.81,2234.20
09.09.2024 14:00,366.92,4344.40,414.13,2074.80
09.09.2024 15:00,391.72,4343.00,418.64,1591.70
09.09.2024 16:00,429.00,4378.90,510.99,1745.60
09.09.2024 17:00,513.86,4475.50,588.45,1434.50
09.09.2024 18:00,570.00,4358.10,594.69,1454.50
09.09.2024 19:00,749.88,5072.70,726.62,1345.30
09.09.2024 20:00,668.16,4884.90,668.92,1489.30
09.09.2024 21:00,503.74,3989.60,464.92,1672.80
09.09.2024 22:00,430.00,3862.90,403.29,1444.70
09.09.2024 23:00,370.00,3342.30,342.45,1338.80
10.09.2024 00:00,467.90,3022.90,469.61,977.30
10.09.2024 01:00,406.00,3365.90,380.44,807.80
10.09.2024 02:00,408.99,3301.40,380.89,873.10
10.09.2024 03:00,402.00,2933.00,380.44,767.60
10.09.2024 04:00,412.30,2823.90,355.81,976.40
10.09.2024 05:00,446.30,3272.60,391.43,1579.30
10.09.2024 06:00,591.40,4175.90,600.83,2216.50
10.09.2024 07:00,699.00,4159.60,718.31,2086.30
10.09.2024 08:00,647.00,3999.20,647.74,2061.20
10.09.2024 09:00,504.62,3491.10,505.18,1814.70
10.09.2024 10:00,446.00,3373.80,372.14,1529.70
10.09.2024 11:00,427.00,3584.00,373.09,1490.20
10.09.2024 12:00,408.80,3646.50,342.40,1656.90
10.09.2024 13:00,394.00,3621.40,371.24,1655.50
10.09.2024 14:00,380.00,3646.30,375.12,1638.40
10.09.2024 15:00,409.00,3537.00,445.62,1515.20
10.09.2024 16:00,493.40,4212.80,513.05,1547.90
10.09.2024 17:00,710.00,4658.70,701.01,2468.60
10.09.2024 18:00,900.00,4983.60,956.06,2276.10
10.09.2024 19:00,1690.01,5314.90,1700.85,2933.00
10.09.2024 20:00,1140.00,5483.10,1145.26,2645.10
10.09.2024 21:00,670.90,4334.00,597.55,2180.80
10.09.2024 22:00,499.90,4253.10,501.62,2227.20
10.09.2024 23:00,400.00,3426.10,370.33,1653.20
11.09.2024 00:00,428.20,2484.50,421.77,1223.70
11.09.2024 01:00,390.00,2792.70,357.37,644.30
11.09.2024 02:00,374.00,2738.00,332.23,762.70
11.09.2024 03:00,372.00,2726.20,329.35,765.70
11.09.2024 04:00,374.00,2944.90,330.71,838.70
11.09.2024 05:00,382.00,3323.40,350.37,1030.80
11.09.2024 06:00,503.15,4136.60,504.35,1410.90
11.09.2024 07:00,570.00,3613.10,609.41,1328.50
11.09.2024 08:00,474.00,3464.70,457.91,1170.80
11.09.2024 09:00,444.00,3429.00,409.12,1204.60
11.09.2024 10:00,307.00,3971.30,317.70,1858.90
11.09.2024 11:00,260.00,4513.90,279.06,2153.20
11.09.2024 12:00,223.40,4869.60,257.81,2419.20
11.09.2024 13:00,223.90,4583.40,265.38,2393.40
11.09.2024 14:00,240.11,4103.00,303.51,1742.90
11.09.2024 15:00,315.99,3480.40,309.33,771.00
11.09.2024 16:00,446.50,3584.90,402.24,839.80
11.09.2024 17:00,588.00,4266.90,553.22,1617.20
11.09.2024 18:00,786.58,4636.30,658.63,2002.70
11.09.2024 19:00,1500.00,5127.50,1234.95,2696.80
11.09.2024 20:00,999.00,5107.40,900.78,2173.20
11.09.2024 21:00,622.18,3928.30,577.86,1906.60
11.09.2024 22:00,503.15,3932.50,460.10,2346.20
11.09.2024 23:00,446.50,3553.90,443.76,1619.90
12.09.2024 00:00,432.98,3255.90,418.62,1729.40
12.09.2024 01:00,409.00,3089.60,396.63,1823.30
12.09.2024 02:00,392.19,3067.00,372.11,1886.60
12.09.2024 03:00,397.60,3016.50,363.66,1805.60
12.09.2024 04:00,409.00,3299.80,380.84,2117.00
12.09.2024 05:00,453.00,3595.80,426.37,1865.80
12.09.2024 06:00,700.00,4520.20,700.78,2639.80
12.09.2024 07:00,800.00,4536.50,700.99,2675.20
12.09.2024 08:00,727.00,4353.90,621.66,2311.30
12.09.2024 09:00,560.00,4547.20,460.13,2290.20
12.09.2024 10:00,472.00,4289.50,386.91,1979.10
12.09.2024 11:00,447.00,4183.30,422.32,1964.80
12.09.2024 12:00,442.00,4142.60,433.74,1921.20
12.09.2024 13:00,434.89,4255.60,444.34,1993.80
12.09.2024 14:00,434.50,4394.30,457.75,2042.10
12.09.2024 15:00,490.00,4739.20,528.35,1796.50
12.09.2024 16:00,592.45,4696.50,608.34,2044.30
12.09.2024 17:00,890.00,4973.70,828.71,2536.40
12.09.2024 18:00,1110.00,5042.20,1067.43,2418.50
12.09.2024 19:00,1697.00,5307.90,1689.58,2570.00
12.09.2024 20:00,1226.00,5466.20,1077.92,2414.40
12.09.2024 21:00,668.20,4290.70,538.94,2422.00
12.09.2024 22:00,517.40,3956.50,434.58,1756.20
12.09.2024 23:00,440.00,3393.00,400.63,1349.50
13.09.2024 00:00,450.00,2677.00,431.54,1429.10
13.09.2024 01:00,398.00,2472.90,395.69,1305.30
13.09.2024 02:00,386.00,2622.10,378.34,1267.30
13.09.2024 03:00,380.00,2593.90,377.76,1158.40
13.09.2024 04:00,385.23,2549.10,382.13,1266.60
13.09.2024 05:00,420.00,2850.30,390.51,1600.80
13.09.2024 06:00,580.00,3847.70,511.79,2354.30
13.09.2024 07:00,645.79,3799.70,698.65,1800.60
13.09.2024 08:00,593.29,3780.40,600.91,1895.00
13.09.2024 09:00,501.09,3790.00,506.27,1773.00
13.09.2024 10:00,443.10,3923.10,482.99,1411.20
13.09.2024 11:00,443.10,4056.20,500.07,1516.00
13.09.2024 12:00,401.99,3918.70,409.79,1662.40
13.09.2024 13:00,441.95,4248.30,456.10,1676.80
13.09.2024 14:00,434.00,4205.70,451.04,1679.50
13.09.2024 15:00,442.00,4331.20,444.08,1361.20
13.09.2024 16:00,443.10,4397.40,441.23,1217.10
13.09.2024 17:00,453.68,4386.90,536.14,1460.80
13.09.2024 18:00,480.00,4306.60,422.78,1111.00
13.09.2024 19:00,519.00,4288.40,433.95,1095.00
13.09.2024 20:00,469.00,4829.10,406.96,1031.20
13.09.2024 21:00,396.50,4130.30,364.38,1236.30
13.09.2024 22:00,350.00,3957.40,341.31,1463.20
13.09.2024 23:00,290.00,3701.90,261.52,1753.90
14.09.2024 00:00,272.51,3559.70,259.75,1062.20
14.09.2024 01:00,247.60,3322.80,220.21,1292.00
14.09.2024 02:00,210.00,3502.50,189.57,1440.90
14.09.2024 03:00,180.70,3561.40,200.14,1570.10
14.09.2024 04:00,176.61,3583.40,206.19,1659.50
14.09.2024 05:00,220.00,3854.80,194.92,1519.30
14.09.2024 06:00,265.00,3751.70,240.79,1241.60
14.09.2024 07:00,321.99,3924.30,328.91,945.90
14.09.2024 08:00,327.99,4388.60,351.58,1242.30
14.09.2024 09:00,275.52,4348.30,366.60,1278.40
14.09.2024 10:00,172.52,4694.70,321.67,1107.60
14.09.2024 11:00,112.80,4470.20,199.62,1162.20
14.09.2024 12:00,75.00,4601.90,196.28,1212.50
14.09.2024 13:00,85.30,4837.00,246.61,919.60
14.09.2024 14:00,58.99,4566.90,149.92,1074.00
14.09.2024 15:00,116.23,4546.40,199.54,1130.30
14.09.2024 16:00,195.50,4570.50,335.31,1029.20
14.09.2024 17:00,325.00,4505.80,366.26,1003.00
14.09.2024 18:00,360.10,5313.20,377.58,1723.90
14.09.2024 19:00,450.00,5411.30,533.94,2355.80
14.09.2024 20:00,434.50,5507.40,473.98,2597.20
14.09.2024 21:00,367.60,4794.00,440.96,2574.00
14.09.2024 22:00,322.70,4595.50,390.92,2670.70
14.09.2024 23:00,293.99,4201.00,363.53,3347.50
15.09.2024 00:00,280.00,4240.50,332.96,2603.10
15.09.2024 01:00,254.90,4222.70,298.93,2754.40
15.09.2024 02:00,243.99,4339.80,282.85,3006.10
15.09.2024 03:00,234.70,4337.30,284.62,2887.70
15.09.2024 04:00,235.80,4426.30,269.81,2812.00
15.09.2024 05:00,241.50,4513.90,278.19,2722.00
15.09.2024 06:00,251.80,4213.00,292.54,2604.80
15.09.2024 07:00,272.20,3988.70,357.14,2590.90
15.09.2024 08:00,254.40,4005.90,322.12,2406.20
15.09.2024 09:00,186.00,3782.40,226.21,2623.90
15.09.2024 10:00,40.00,3997.10,46.72,2763.70
15.09.2024 11:00,0.01,3643.20,0.31,2315.40
15.09.2024 12:00,0.00,3594.10,-0.02,2075.70
15.09.2024 13:00,0.02,3694.50,-0.06,1749.60
15.09.2024 14:00,0.01,3264.10,-4.51,1792.60
15.09.2024 15:00,97.30,3193.30,-19.31,1164.70
15.09.2024 16:00,257.66,3315.80,263.01,998.00
15.09.2024 17:00,397.56,3566.80,394.37,927.20
15.09.2024 18:00,462.20,3655.10,480.10,1168.70
15.09.2024 19:00,558.00,3953.90,580.92,1466.60
15.09.2024 20:00,550.00,3725.90,524.51,1282.60
15.09.2024 21:00,471.14,3594.90,479.72,1260.40
15.09.2024 22:00,438.00,3012.80,458.24,998.00
15.09.2024 23:00,397.57,2581.60,395.09,819.80
16.09.2024 00:00,400.00,2144.80,400.96,617.80
16.09.2024 01:00,385.18,2283.90,386.04,714.10
16.09.2024 02:00,379.01,2187.90,385.30,702.40
16.09.2024 03:00,363.10,2228.60,355.95,671.30
16.09.2024 04:00,366.00,2205.60,356.78,626.10
16.09.2024 05:00,371.30,2323.00,361.08,724.30
16.09.2024 06:00,489.59,3363.60,557.39,1093.90
16.09.2024 07:00,624.94,3344.70,610.84,1001.10
16.09.2024 08:00,616.54,3596.80,625.38,988.40
16.09.2024 09:00,567.36,3487.60,539.69,1159.90
16.09.2024 10:00,471.80,3476.70,484.83,1365.50
16.09.2024 11:00,437.80,3534.40,454.49,1664.70
16.09.2024 12:00,386.00,3869.80,418.23,1400.10
16.09.2024 13:00,366.00,4109.00,369.02,1788.90
16.09.2024 14:00,370.00,4024.50,359.43,1245.60
16.09.2024 15:00,390.85,3679.00,369.64,912.20
16.09.2024 16:00,437.80,3834.00,439.05,945.00
16.09.2024 17:00,527.63,3868.20,682.37,1140.90
16.09.2024 18:00,613.60,4048.40,720.02,871.00
16.09.2024 19:00,659.10,4256.20,850.39,1336.20
16.09.2024 20:00,583.82,4018.50,551.92,864.20
16.09.2024 21:00,460.00,3550.40,455.55,1169.70
16.09.2024 22:00,408.36,2982.70,401.76,1193.70
16.09.2024 23:00,350.00,2465.70,350.78,977.60
17.09.2024 00:00,386.00,2602.80,364.64,804.20
17.09.2024 01:00,368.00,2515.20,361.20,1030.70
17.09.2024 02:00,362.00,2357.20,353.65,760.60
17.09.2024 03:00,364.00,2409.20,346.69,640.50
17.09.2024 04:00,378.00,2621.40,357.14,713.60
17.09.2024 05:00,400.00,2689.10,408.44,1045.90
17.09.2024 06:00,527.00,3604.90,561.06,1191.00
17.09.2024 07:00,596.00,3417.80,654.50,1262.70
17.09.2024 08:00,511.00,3702.40,615.08,1884.00
17.09.2024 09:00,446.40,3681.70,472.74,2019.90
17.09.2024 10:00,365.80,4078.00,413.30,2772.20
17.09.2024 11:00,309.99,4509.50,355.67,2522.00
17.09.2024 12:00,249.89,4633.90,289.76,2301.40
17.09.2024 13:00,207.99,4368.80,208.79,1721.90
17.09.2024 14:00,210.00,4004.70,233.80,1447.00
17.09.2024 15:00,366.74,3275.80,272.90,994.20
17.09.2024 16:00,471.25,3845.00,378.57,1164.10
17.09.2024 17:00,690.00,4062.70,696.40,1296.10
17.09.2024 18:00,900.00,4475.40,979.02,1586.30
17.09.2024 19:00,1130.00,4667.60,1129.75,1846.70
17.09.2024 20:00,749.00,4456.90,640.65,1739.80
17.09.2024 21:00,496.09,3443.70,529.41,1476.60
17.09.2024 22:00,439.40,3345.80,438.98,1700.20
17.09.2024 23:00,377.65,3032.20,396.18,1234.30
18.09.2024 00:00,392.52,2436.90,412.34,1380.00
18.09.2024 01:00,383.00,2337.70,400.02,1274.70
18.09.2024 02:00,373.10,2429.40,382.10,1259.90
18.09.2024 03:00,368.00,2640.90,381.19,1535.10
18.09.2024 04:00,383.40,2659.40,389.91,1625.90
18.09.2024 05:00,430.00,3085.40,437.10,1792.00
18.09.2024 06:00,600.00,3995.30,625.25,2065.60
18.09.2024 07:00,698.03,3791.20,709.23,1983.40
18.09.2024 08:00,600.00,3282.30,568.37,1084.40
18.09.2024 09:00,425.00,3771.10,440.75,1302.80
18.09.2024 10:00,348.90,4073.90,338.75,1664.40
18.09.2024 11:00,234.00,4426.50,241.12,1681.30
18.09.2024 12:00,120.00,4438.90,23.48,1364.60
18.09.2024 13:00,129.99,4223.60,-0.07,1271.10
18.09.2024 14:00,245.99,3594.40,124.00,1400.00
18.09.2024 15:00,368.43,3396.00,249.42,1133.40
18.09.2024 16:00,447.34,3566.00,400.90,1039.40
18.09.2024 17:00,620.00,4184.70,653.86,1566.70
18.09.2024 18:00,700.00,4342.90,641.68,1855.30
18.09.2024 19:00,933.72,4712.00,737.97,2359.70
18.09.2024 20:00,640.00,4343.40,551.14,1948.90
18.09.2024 21:00,459.00,3473.60,424.07,1599.10
18.09.2024 22:00,413.01,3290.90,404.73,1583.90
18.09.2024 23:00,356.00,2924.60,366.89,1066.10
19.09.2024 00:00,390.00,2244.40,383.42,1190.90
19.09.2024 01:00,370.00,2285.40,366.24,953.60
19.09.2024 02:00,368.00,2265.30,363.16,741.60
19.09.2024 03:00,361.71,2286.70,362.40,1127.70
19.09.2024 04:00,367.30,2452.10,366.31,1277.40
19.09.2024 05:00,394.68,2918.50,388.15,1482.70
19.09.2024 06:00,582.00,3889.80,490.61,2255.20
19.09.2024 07:00,625.00,3384.60,636.07,1703.40
19.09.2024 08:00,517.90,3222.00,535.04,1180.20
19.09.2024 09:00,410.00,3564.50,419.11,1037.80
19.09.2024 10:00,319.60,3948.20,319.90,1358.90
19.09.2024 11:00,200.00,4488.70,219.72,1497.10
19.09.2024 12:00,20.38,4623.30,21.23,1960.40
19.09.2024 13:00,4.89,4562.20,-2.73,1608.20
19.09.2024 14:00,5.00,4029.80,-29.99,1173.20
19.09.2024 15:00,200.00,3453.70,102.13,847.50
19.09.2024 16:00,425.19,2894.90,368.54,907.40
19.09.2024 17:00,599.00,3880.50,596.90,1704.70
19.09.2024 18:00,654.68,3689.70,621.67,1677.00
19.09.2024 19:00,800.00,4323.40,769.35,2294.00
19.09.2024 20:00,567.80,4018.50,487.23,1792.70
19.09.2024 21:00,435.00,3273.50,377.56,1525.90
19.09.2024 22:00,398.00,3069.40,380.44,1235.50
19.09.2024 23:00,360.00,2837.10,356.91,1084.20
20.09.2024 00:00,391.84,2438.80,375.74,918.10
20.09.2024 01:00,360.00,2600.20,356.32,826.00
20.09.2024 02:00,368.00,2562.10,345.21,765.90
20.09.2024 03:00,377.60,2544.30,368.50,820.60
20.09.2024 04:00,372.60,2630.90,376.25,821.10
20.09.2024 05:00,377.16,2777.90,383.37,1417.50
20.09.2024 06:00,510.00,3460.70,516.49,1870.00
20.09.2024 07:00,615.00,3319.40,668.61,1425.10
20.09.2024 08:00,485.00,3046.50,465.03,1044.40
20.09.2024 09:00,381.80,3737.40,379.85,1231.60
20.09.2024 10:00,277.00,4456.20,265.06,1628.30
20.09.2024 11:00,155.99,5159.40,105.47,1707.70
20.09.2024 12:00,0.01,4932.10,-100.11,1723.90
20.09.2024 13:00,0.01,4241.30,-1.48,1657.60
20.09.2024 14:00,1.00,3931.50,0.29,1256.50
20.09.2024 15:00,201.99,3737.40,275.29,1186.60
20.09.2024 16:00,400.00,3211.60,444.56,1104.40
20.09.2024 17:00,570.00,3830.50,625.22,1758.90
20.09.2024 18:00,640.00,3892.20,725.12,1979.10
20.09.2024 19:00,780.77,4343.00,827.91,2552.20
20.09.2024 20:00,570.00,3828.50,571.69,2158.20
20.09.2024 21:00,430.00,3088.00,426.10,1857.40
20.09.2024 22:00,429.00,3307.10,429.68,2616.40
20.09.2024 23:00,386.89,2832.10,372.41,2505.70
21.09.2024 00:00,410.00,3177.90,435.53,2258.80
21.09.2024 01:00,388.00,2827.40,427.48,2137.40
21.09.2024 02:00,380.00,2877.30,389.76,1971.80
21.09.2024 03:00,388.50,2886.50,396.00,2232.50
21.09.2024 04:00,385.17,2973.60,392.80,2230.10
21.09.2024 05:00,399.00,2848.10,427.15,2427.00
21.09.2024 06:00,450.19,2987.90,437.68,2601.60
21.09.2024 07:00,490.00,2914.60,469.16,2234.00
21.09.2024 08:00,480.00,2388.50,486.18,833.30
21.09.2024 09:00,303.80,2628.10,257.88,787.20
21.09.2024 10:00,133.00,3286.60,94.25,1491.70
21.09.2024 11:00,1.00,3712.90,13.49,2038.10
21.09.2024 12:00,-3.36,3180.20,-0.01,1719.10
21.09.2024 13:00,-1.42,2973.40,-14.40,1493.30
21.09.2024 14:00,1.00,2882.70,-16.92,1260.90
21.09.2024 15:00,175.00,2711.10,208.72,1598.50
21.09.2024 16:00,480.00,3045.90,481.53,1116.10
21.09.2024 17:00,576.00,4003.20,427.31,3366.30
21.09.2024 18:00,794.00,4543.90,792.11,3166.00
21.09.2024 19:00,900.00,4616.40,894.49,3344.60
21.09.2024 20:00,640.00,4455.50,596.51,3289.50
21.09.2024 21:00,492.00,3742.40,492.60,2989.40
21.09.2024 22:00,439.00,3384.90,403.34,2762.00
21.09.2024 23:00,405.90,2615.40,409.11,1927.50
22.09.2024 00:00,420.00,2506.00,419.75,1914.20
22.09.2024 01:00,391.00,2279.80,387.13,1464.90
22.09.2024 02:00,370.85,2318.90,387.26,1271.10
22.09.2024 03:00,372.00,2340.80,386.31,1281.60
22.09.2024 04:00,375.00,2347.00,392.02,1307.90
22.09.2024 05:00,389.00,2389.80,391.40,1391.40
22.09.2024 06:00,390.27,2127.30,406.95,1132.10
22.09.2024 07:00,400.00,2207.30,417.17,939.10
22.09.2024 08:00,329.99,1957.50,352.30,806.80
22.09.2024 09:00,218.24,2506.10,250.55,1739.00
